Subnum,Sequence,Age,Sex,education,Location,Income,question,reward,group,Headline_Veracity,Headline_id,Sharelikelihood,Credibility,Difficulty,Familiarity,Importance,Morality
20,1,26,2,4,1,4,Fake_Item15_Reward_Aversion,6,control,Fake,15,2,2,3,2,2,3
20,1,26,2,4,1,4,Fake_Item16_Reward_Aversion,6,control,Fake,16,5,4,3,4,3,5
20,1,26,2,4,1,4,Fake_Item17_Reward_Aversion,5,control,Fake,17,3,2,3,4,2,2
20,1,26,2,4,1,4,Fake_Item18_Reward_Aversion,3,control,Fake,18,5,4,4,3,5,5
21,2,19,2,4,3,2,Real_Item1_Reward_Bversion,1,control,Real,1,4,5,3,4,3,5
21,2,19,2,4,3,2,Real_Item2_Reward_Bversion,3,control,Real,2,4,4,3,4,3,4
21,2,19,2,4,3,2,Real_Item3_Reward_Bversion,3,control,Real,3,3,4,3,3,1,2
21,2,19,2,4,3,2,Real_Item4_Reward_Bversion,1,control,Real,4,5,4,3,4,3,5
21,2,19,2,4,3,2,Real_Item5_Reward_Bversion,1,control,Real,5,3,5,3,4,3,4
21,2,19,2,4,3,2,Real_Item6_Reward_Bversion,1,control,Real,6,5,5,3,4,4,4
21,2,19,2,4,3,2,Real_Item7_Reward_Bversion,1,control,Real,7,2,5,3,4,3,3
21,2,19,2,4,3,2,Real_Item8_Reward_Bversion,5,control,Real,8,4,3,5,3,3,4
21,2,19,2,4,3,2,Real_Item9_Reward_Bversion,4,control,Real,9,3,4,3,3,2,3
21,2,19,2,4,3,2,Fake_Item10_Reward_Bversion,4,control,Fake,10,5,4,3,4,3,4
21,2,19,2,4,3,2,Fake_Item11_Reward_Bversion,3,control,Fake,11,4,3,3,4,3,4
21,2,19,2,4,3,2,Fake_Item12_Reward_Bversion,2,control,Fake,12,3,4,2,4,3,4
21,2,19,2,4,3,2,Fake_Item13_Reward_Bversion,4,control,Fake,13,3,4,4,3,3,3
21,2,19,2,4,3,2,Fake_Item14_Reward_Bversion,2,control,Fake,14,4,2,3,3,3,4
21,2,19,2,4,3,2,Fake_Item15_Reward_Bversion,4,control,Fake,15,3,2,4,2,3,4
21,2,19,2,4,3,2,Fake_Item16_Reward_Bversion,1,control,Fake,16,2,4,4,3,4,3
21,2,19,2,4,3,2,Fake_Item17_Reward_Bversion,4,control,Fake,17,3,3,4,3,3,4
21,2,19,2,4,3,2,Fake_Item18_Reward_Bversion,1,control,Fake,18,2,2,4,3,4,3
22,1,25,2,5,1,4,Real_Item1_Reward_Aversion,2,control,Real,1,3,5,1,4,3,6
22,1,25,2,5,1,4,Real_Item2_Reward_Aversion,3,control,Real,2,3,3,1,1,1,6
22,1,25,2,5,1,4,Real_Item3_Reward_Aversion,3,control,Real,3,3,4,1,2,3,2
22,1,25,2,5,1,4,Real_Item4_Reward_Aversion,2,control,Real,4,3,4,1,4,1,6
22,1,25,2,5,1,4,Real_Item5_Reward_Aversion,4,control,Real,5,3,4,1,3,2,1
22,1,25,2,5,1,4,Real_Item6_Reward_Aversion,4,control,Real,6,3,4,1,2,3,3
22,1,25,2,5,1,4,Real_Item7_Reward_Aversion,1,control,Real,7,1,5,1,1,6,6
22,1,25,2,5,1,4,Real_Item8_Reward_Aversion,6,control,Real,8,1,2,1,1,2,3
22,1,25,2,5,1,4,Real_Item9_Reward_Aversion,2,control,Real,9,1,3,1,3,2,4
22,1,25,2,5,1,4,Fake_Item10_Reward_Aversion,1,control,Fake,10,4,6,1,2,3,3
22,1,25,2,5,1,4,Fake_Item11_Reward_Aversion,4,control,Fake,11,2,1,1,1,1,3
22,1,25,2,5,1,4,Fake_Item12_Reward_Aversion,3,control,Fake,12,1,4,1,1,3,3
22,1,25,2,5,1,4,Fake_Item13_Reward_Aversion,4,control,Fake,13,2,2,1,1,1,6
22,1,25,2,5,1,4,Fake_Item14_Reward_Aversion,6,control,Fake,14,1,1,1,2,1,4
22,1,25,2,5,1,4,Fake_Item15_Reward_Aversion,6,control,Fake,15,1,1,1,1,1,1
22,1,25,2,5,1,4,Fake_Item16_Reward_Aversion,5,control,Fake,16,4,3,1,1,3,4
22,1,25,2,5,1,4,Fake_Item17_Reward_Aversion,6,control,Fake,17,6,1,1,4,1,1
22,1,25,2,5,1,4,Fake_Item18_Reward_Aversion,6,control,Fake,18,2,2,1,3,3,6
23,2,29,2,5,1,7,Real_Item1_Reward_Bversion,1,control,Real,1,2,2,5,2,2,2
23,2,29,2,5,1,7,Real_Item2_Reward_Bversion,1,control,Real,2,2,2,5,3,2,3
23,2,29,2,5,1,7,Real_Item3_Reward_Bversion,1,control,Real,3,2,2,5,4,2,2
23,2,29,2,5,1,7,Real_Item4_Reward_Bversion,1,control,Real,4,2,3,5,1,2,2
23,2,29,2,5,1,7,Real_Item5_Reward_Bversion,1,control,Real,5,2,2,5,4,3,2
23,2,29,2,5,1,7,Real_Item6_Reward_Bversion,1,control,Real,6,2,3,5,2,2,3
23,2,29,2,5,1,7,Real_Item7_Reward_Bversion,1,control,Real,7,1,2,5,2,1,2
23,2,29,2,5,1,7,Real_Item8_Reward_Bversion,1,control,Real,8,2,2,5,2,2,3
23,2,29,2,5,1,7,Real_Item9_Reward_Bversion,1,control,Real,9,2,2,5,2,2,2
23,2,29,2,5,1,7,Fake_Item10_Reward_Bversion,1,control,Fake,10,2,2,5,5,3,5
23,2,29,2,5,1,7,Fake_Item11_Reward_Bversion,1,control,Fake,11,2,2,5,2,2,2
23,2,29,2,5,1,7,Fake_Item12_Reward_Bversion,1,control,Fake,12,2,2,5,5,4,3
23,2,29,2,5,1,7,Fake_Item13_Reward_Bversion,1,control,Fake,13,2,2,5,2,2,3
23,2,29,2,5,1,7,Fake_Item14_Reward_Bversion,1,control,Fake,14,2,2,5,2,2,2
23,2,29,2,5,1,7,Fake_Item15_Reward_Bversion,1,control,Fake,15,3,2,5,2,2,3
23,2,29,2,5,1,7,Fake_Item16_Reward_Bversion,1,control,Fake,16,2,2,5,2,2,2
23,2,29,2,5,1,7,Fake_Item17_Reward_Bversion,1,control,Fake,17,2,2,5,4,2,3
23,2,29,2,5,1,7,Fake_Item18_Reward_Bversion,1,control,Fake,18,2,2,4,3,3,3
24,1,43,2,1,3,2,Real_Item1_Reward_Aversion,5,control,Real,1,2,3,1,6,2,3
24,1,43,2,1,3,2,Real_Item2_Reward_Aversion,5,control,Real,2,2,3,1,6,2,3
24,1,43,2,1,3,2,Real_Item3_Reward_Aversion,5,control,Real,3,2,3,1,6,2,3
24,1,43,2,1,3,2,Real_Item4_Reward_Aversion,5,control,Real,4,2,1,2,6,1,3
24,1,43,2,1,3,2,Real_Item5_Reward_Aversion,5,control,Real,5,2,3,1,6,2,3
24,1,43,2,1,3,2,Real_Item6_Reward_Aversion,5,control,Real,6,3,3,1,6,2,3
24,1,43,2,1,3,2,Real_Item7_Reward_Aversion,5,control,Real,7,3,3,2,6,2,3
24,1,43,2,1,3,2,Real_Item8_Reward_Aversion,5,control,Real,8,2,2,2,6,2,3
24,1,43,2,1,3,2,Real_Item9_Reward_Aversion,5,control,Real,9,2,3,1,6,1,3
24,1,43,2,1,3,2,Fake_Item10_Reward_Aversion,5,control,Fake,10,2,3,2,6,1,3
24,1,43,2,1,3,2,Fake_Item11_Reward_Aversion,5,control,Fake,11,2,3,2,6,2,3
24,1,43,2,1,3,2,Fake_Item12_Reward_Aversion,5,control,Fake,12,2,3,2,6,2,3
24,1,43,2,1,3,2,Fake_Item13_Reward_Aversion,5,control,Fake,13,2,3,2,6,2,3
24,1,43,2,1,3,2,Fake_Item14_Reward_Aversion,5,control,Fake,14,1,2,2,6,2,3
24,1,43,2,1,3,2,Fake_Item15_Reward_Aversion,5,control,Fake,15,2,3,1,6,2,3
24,1,43,2,1,3,2,Fake_Item16_Reward_Aversion,5,control,Fake,16,2,2,1,6,2,3
24,1,43,2,1,3,2,Fake_Item17_Reward_Aversion,5,control,Fake,17,2,2,2,6,2,3
24,1,43,2,1,3,2,Fake_Item18_Reward_Aversion,5,control,Fake,18,3,3,1,6,2,3
25,1,22,1,5,1,2,Real_Item1_Reward_Aversion,1,control,Real,1,1,6,1,1,1,6
25,1,22,1,5,1,2,Real_Item2_Reward_Aversion,1,control,Real,2,1,1,1,1,1,1
25,1,22,1,5,1,2,Real_Item3_Reward_Aversion,6,control,Real,3,1,1,1,1,1,1
25,1,22,1,5,1,2,Real_Item4_Reward_Aversion,1,control,Real,4,6,6,1,1,6,6
25,1,22,1,5,1,2,Real_Item5_Reward_Aversion,1,control,Real,5,6,6,1,1,6,6
25,1,22,1,5,1,2,Real_Item6_Reward_Aversion,1,control,Real,6,6,6,1,1,6,6
25,1,22,1,5,1,2,Real_Item7_Reward_Aversion,1,control,Real,7,6,6,1,1,6,6
25,1,22,1,5,1,2,Real_Item8_Reward_Aversion,6,control,Real,8,1,1,1,1,1,1
25,1,22,1,5,1,2,Real_Item9_Reward_Aversion,6,control,Real,9,1,1,1,1,1,1
25,1,22,1,5,1,2,Fake_Item10_Reward_Aversion,1,control,Fake,10,6,6,1,1,1,1
25,1,22,1,5,1,2,Fake_Item11_Reward_Aversion,6,control,Fake,11,1,1,1,1,1,1
25,1,22,1,5,1,2,Fake_Item12_Reward_Aversion,1,control,Fake,12,6,6,1,1,6,6
25,1,22,1,5,1,2,Fake_Item13_Reward_Aversion,6,control,Fake,13,1,1,1,1,1,1
25,1,22,1,5,1,2,Fake_Item14_Reward_Aversion,1,control,Fake,14,6,6,1,6,6,6
25,1,22,1,5,1,2,Fake_Item15_Reward_Aversion,6,control,Fake,15,1,1,1,1,1,1
25,1,22,1,5,1,2,Fake_Item16_Reward_Aversion,6,control,Fake,16,1,1,1,1,1,1
25,1,22,1,5,1,2,Fake_Item17_Reward_Aversion,6,control,Fake,17,1,1,1,1,1,1
25,1,22,1,5,1,2,Fake_Item18_Reward_Aversion,6,control,Fake,18,1,1,1,1,1,1
26,2,20,2,4,1,3,Real_Item1_Reward_Bversion,6,control,Real,1,6,6,6,5,6,6
26,2,20,2,4,1,3,Real_Item2_Reward_Bversion,1,control,Real,2,3,2,6,2,2,2
26,2,20,2,4,1,3,Real_Item3_Reward_Bversion,6,control,Real,3,6,6,5,5,6,4
26,2,20,2,4,1,3,Real_Item4_Reward_Bversion,3,control,Real,4,2,4,6,4,5,4
26,2,20,2,4,1,3,Real_Item5_Reward_Bversion,6,control,Real,5,6,6,6,5,5,4
26,2,20,2,4,1,3,Real_Item6_Reward_Bversion,5,control,Real,6,5,6,6,5,5,4
26,2,20,2,4,1,3,Real_Item7_Reward_Bversion,6,control,Real,7,6,6,6,5,6,5
26,2,20,2,4,1,3,Real_Item8_Reward_Bversion,3,control,Real,8,4,4,4,4,4,4
26,2,20,2,4,1,3,Real_Item9_Reward_Bversion,1,control,Real,9,1,1,6,5,5,4
26,2,20,2,4,1,3,Fake_Item10_Reward_Bversion,6,control,Fake,10,6,6,6,6,6,6
26,2,20,2,4,1,3,Fake_Item11_Reward_Bversion,6,control,Fake,11,6,4,6,5,5,4
26,2,20,2,4,1,3,Fake_Item12_Reward_Bversion,6,control,Fake,12,6,6,6,6,6,6
26,2,20,2,4,1,3,Fake_Item13_Reward_Bversion,2,control,Fake,13,3,5,5,5,5,4
26,2,20,2,4,1,3,Fake_Item14_Reward_Bversion,5,control,Fake,14,5,2,6,3,6,4
26,2,20,2,4,1,3,Fake_Item15_Reward_Bversion,1,control,Fake,15,2,2,6,4,4,4
26,2,20,2,4,1,3,Fake_Item16_Reward_Bversion,6,control,Fake,16,6,6,6,6,6,6
26,2,20,2,4,1,3,Fake_Item17_Reward_Bversion,6,control,Fake,17,6,6,6,6,6,2
26,2,20,2,4,1,3,Fake_Item18_Reward_Bversion,2,control,Fake,18,2,1,6,5,6,4
27,1,25,2,5,1,6,Real_Item1_Reward_Aversion,1,control,Real,1,6,6,1,3,2,6
27,1,25,2,5,1,6,Real_Item2_Reward_Aversion,3,control,Real,2,2,6,1,6,1,6
27,1,25,2,5,1,6,Real_Item3_Reward_Aversion,4,control,Real,3,3,6,1,6,6,6
27,1,25,2,5,1,6,Real_Item4_Reward_Aversion,1,control,Real,4,2,4,5,4,5,4
27,1,25,2,5,1,6,Real_Item5_Reward_Aversion,1,control,Real,5,6,6,1,2,1,6
27,1,25,2,5,1,6,Real_Item6_Reward_Aversion,2,control,Real,6,6,5,2,2,1,6
27,1,25,2,5,1,6,Real_Item7_Reward_Aversion,6,control,Real,7,1,6,1,4,1,5
27,1,25,2,5,1,6,Real_Item8_Reward_Aversion,6,control,Real,8,1,1,1,5,4,1
27,1,25,2,5,1,6,Real_Item9_Reward_Aversion,1,control,Real,9,2,5,1,5,1,5
27,1,25,2,5,1,6,Fake_Item10_Reward_Aversion,6,control,Fake,10,1,6,1,5,1,2
27,1,25,2,5,1,6,Fake_Item11_Reward_Aversion,3,control,Fake,11,4,3,2,2,1,6
27,1,25,2,5,1,6,Fake_Item12_Reward_Aversion,1,control,Fake,12,6,4,2,2,1,5
27,1,25,2,5,1,6,Fake_Item13_Reward_Aversion,6,control,Fake,13,1,1,5,1,3,5
27,1,25,2,5,1,6,Fake_Item14_Reward_Aversion,6,control,Fake,14,1,6,6,2,4,6
27,1,25,2,5,1,6,Fake_Item15_Reward_Aversion,2,control,Fake,15,5,2,3,2,5,5
27,1,25,2,5,1,6,Fake_Item16_Reward_Aversion,5,control,Fake,16,1,5,1,4,4,5
27,1,25,2,5,1,6,Fake_Item17_Reward_Aversion,6,control,Fake,17,6,4,6,3,1,6
27,1,25,2,5,1,6,Fake_Item18_Reward_Aversion,1,control,Fake,18,6,6,1,6,6,6
28,2,23,2,4,5,2,Real_Item1_Reward_Bversion,1,control,Real,1,5,4,3,3,3,5
28,2,23,2,4,5,2,Real_Item2_Reward_Bversion,4,control,Real,2,4,5,3,2,2,4
28,2,23,2,4,5,2,Real_Item3_Reward_Bversion,2,control,Real,3,5,4,3,2,4,2
28,2,23,2,4,5,2,Real_Item4_Reward_Bversion,1,control,Real,4,5,3,4,3,1,5
28,2,23,2,4,5,2,Real_Item5_Reward_Bversion,1,control,Real,5,3,3,4,4,1,5
28,2,23,2,4,5,2,Real_Item6_Reward_Bversion,6,control,Real,6,4,4,4,2,3,6
28,2,23,2,4,5,2,Real_Item7_Reward_Bversion,1,control,Real,7,3,5,2,5,3,6
28,2,23,2,4,5,2,Real_Item8_Reward_Bversion,1,control,Real,8,5,5,2,3,4,5
28,2,23,2,4,5,2,Real_Item9_Reward_Bversion,6,control,Real,9,4,5,4,2,5,5
28,2,23,2,4,5,2,Fake_Item10_Reward_Bversion,1,control,Fake,10,4,5,2,5,1,4
28,2,23,2,4,5,2,Fake_Item11_Reward_Bversion,3,control,Fake,11,4,3,4,5,1,5
28,2,23,2,4,5,2,Fake_Item12_Reward_Bversion,1,control,Fake,12,2,5,4,2,1,3
28,2,23,2,4,5,2,Fake_Item13_Reward_Bversion,1,control,Fake,13,4,4,4,2,1,3
28,2,23,2,4,5,2,Fake_Item14_Reward_Bversion,6,control,Fake,14,2,2,4,2,2,5
28,2,23,2,4,5,2,Fake_Item15_Reward_Bversion,3,control,Fake,15,4,5,4,3,3,5
28,2,23,2,4,5,2,Fake_Item16_Reward_Bversion,6,control,Fake,16,5,3,4,2,5,5
28,2,23,2,4,5,2,Fake_Item17_Reward_Bversion,3,control,Fake,17,2,2,4,3,1,2
28,2,23,2,4,5,2,Fake_Item18_Reward_Bversion,1,control,Fake,18,5,4,4,3,4,4
29,2,26,2,4,1,6,Real_Item1_Reward_Bversion,4,control,Real,1,1,4,4,2,3,4
29,2,26,2,4,1,6,Real_Item2_Reward_Bversion,4,control,Real,2,1,4,3,2,2,4
29,2,26,2,4,1,6,Real_Item3_Reward_Bversion,6,control,Real,3,1,4,3,3,3,4
29,2,26,2,4,1,6,Real_Item4_Reward_Bversion,3,control,Real,4,2,5,3,5,3,5
29,2,26,2,4,1,6,Real_Item5_Reward_Bversion,4,control,Real,5,2,4,3,4,3,3
29,2,26,2,4,1,6,Real_Item6_Reward_Bversion,5,control,Real,6,1,3,3,2,1,3
29,2,26,2,4,1,6,Real_Item7_Reward_Bversion,3,control,Real,7,3,3,4,2,3,4
29,2,26,2,4,1,6,Real_Item8_Reward_Bversion,4,control,Real,8,2,4,3,3,3,3
29,2,26,2,4,1,6,Real_Item9_Reward_Bversion,4,control,Real,9,1,4,3,3,3,4
29,2,26,2,4,1,6,Fake_Item10_Reward_Bversion,2,control,Fake,10,3,4,3,3,3,4
29,2,26,2,4,1,6,Fake_Item11_Reward_Bversion,6,control,Fake,11,1,2,3,2,1,3
29,2,26,2,4,1,6,Fake_Item12_Reward_Bversion,6,control,Fake,12,1,3,3,2,1,4
29,2,26,2,4,1,6,Fake_Item13_Reward_Bversion,6,control,Fake,13,1,3,4,1,1,2
29,2,26,2,4,1,6,Fake_Item14_Reward_Bversion,4,control,Fake,14,1,3,4,2,1,4
29,2,26,2,4,1,6,Fake_Item15_Reward_Bversion,6,control,Fake,15,1,3,4,3,2,3
29,2,26,2,4,1,6,Fake_Item16_Reward_Bversion,6,control,Fake,16,1,2,3,2,1,2
29,2,26,2,4,1,6,Fake_Item17_Reward_Bversion,6,control,Fake,17,1,4,5,1,1,3
29,2,26,2,4,1,6,Fake_Item18_Reward_Bversion,6,control,Fake,18,1,3,4,3,2,3
30,1,20,1,4,5,2,Real_Item1_Reward_Aversion,4,control,Real,1,4,6,1,1,4,6
30,1,20,1,4,5,2,Real_Item2_Reward_Aversion,1,control,Real,2,1,2,3,1,3,4
30,1,20,1,4,5,2,Real_Item3_Reward_Aversion,6,control,Real,3,5,6,1,3,5,2
30,1,20,1,4,5,2,Real_Item4_Reward_Aversion,2,control,Real,4,1,4,1,1,1,4
30,1,20,1,4,5,2,Real_Item5_Reward_Aversion,2,control,Real,5,3,6,1,5,5,5
30,1,20,1,4,5,2,Real_Item6_Reward_Aversion,5,control,Real,6,2,6,1,2,3,6
30,1,20,1,4,5,2,Real_Item7_Reward_Aversion,6,control,Real,7,4,3,1,3,3,3
30,1,20,1,4,5,2,Real_Item8_Reward_Aversion,4,control,Real,8,1,4,3,3,4,2
30,1,20,1,4,5,2,Real_Item9_Reward_Aversion,3,control,Real,9,6,6,1,4,4,2
30,1,20,1,4,5,2,Fake_Item10_Reward_Aversion,3,control,Fake,10,6,6,1,5,4,4
30,1,20,1,4,5,2,Fake_Item11_Reward_Aversion,5,control,Fake,11,3,2,2,1,3,2
30,1,20,1,4,5,2,Fake_Item12_Reward_Aversion,4,control,Fake,12,6,5,1,1,5,5
30,1,20,1,4,5,2,Fake_Item13_Reward_Aversion,2,control,Fake,13,2,1,1,1,2,4
30,1,20,1,4,5,2,Fake_Item14_Reward_Aversion,6,control,Fake,14,6,2,1,1,4,3
30,1,20,1,4,5,2,Fake_Item15_Reward_Aversion,5,control,Fake,15,6,6,1,4,4,6
30,1,20,1,4,5,2,Fake_Item16_Reward_Aversion,5,control,Fake,16,4,4,1,4,4,4
30,1,20,1,4,5,2,Fake_Item17_Reward_Aversion,1,control,Fake,17,1,1,1,1,1,1
30,1,20,1,4,5,2,Fake_Item18_Reward_Aversion,1,control,Fake,18,4,5,2,4,5,4
31,2,22,1,4,2,3,Real_Item1_Reward_Bversion,2,control,Real,1,6,6,1,5,5,6
31,2,22,1,4,2,3,Real_Item2_Reward_Bversion,2,control,Real,2,4,5,2,5,5,4
31,2,22,1,4,2,3,Real_Item3_Reward_Bversion,1,control,Real,3,6,4,2,4,5,2
31,2,22,1,4,2,3,Real_Item4_Reward_Bversion,3,control,Real,4,3,4,5,3,5,5
31,2,22,1,4,2,3,Real_Item5_Reward_Bversion,1,control,Real,5,6,6,2,4,5,5
31,2,22,1,4,2,3,Real_Item6_Reward_Bversion,1,control,Real,6,6,6,2,5,6,5
31,2,22,1,4,2,3,Real_Item7_Reward_Bversion,2,control,Real,7,4,6,1,5,4,5
31,2,22,1,4,2,3,Real_Item8_Reward_Bversion,2,control,Real,8,4,6,5,2,4,1
31,2,22,1,4,2,3,Real_Item9_Reward_Bversion,4,control,Real,9,5,1,5,2,3,2
31,2,22,1,4,2,3,Fake_Item10_Reward_Bversion,3,control,Fake,10,6,5,3,4,5,6
31,2,22,1,4,2,3,Fake_Item11_Reward_Bversion,2,control,Fake,11,6,5,2,5,5,4
31,2,22,1,4,2,3,Fake_Item12_Reward_Bversion,2,control,Fake,12,5,4,5,5,5,2
31,2,22,1,4,2,3,Fake_Item13_Reward_Bversion,5,control,Fake,13,4,1,6,1,1,1
31,2,22,1,4,2,3,Fake_Item14_Reward_Bversion,2,control,Fake,14,4,5,1,4,5,5
31,2,22,1,4,2,3,Fake_Item15_Reward_Bversion,3,control,Fake,15,5,5,2,6,5,6
31,2,22,1,4,2,3,Fake_Item16_Reward_Bversion,3,control,Fake,16,5,5,3,2,4,5
31,2,22,1,4,2,3,Fake_Item17_Reward_Bversion,2,control,Fake,17,5,4,2,4,5,2
31,2,22,1,4,2,3,Fake_Item18_Reward_Bversion,3,control,Fake,18,4,5,1,5,6,5
32,1,20,1,4,1,4,Real_Item1_Reward_Aversion,6,control,Real,1,1,5,1,3,4,1
32,1,20,1,4,1,4,Real_Item2_Reward_Aversion,6,control,Real,2,1,1,4,2,3,3
32,1,20,1,4,1,4,Real_Item3_Reward_Aversion,6,control,Real,3,1,5,3,1,1,2
32,1,20,1,4,1,4,Real_Item4_Reward_Aversion,6,control,Real,4,1,1,1,3,2,4
32,1,20,1,4,1,4,Real_Item5_Reward_Aversion,6,control,Real,5,1,4,2,2,2,2
32,1,20,1,4,1,4,Real_Item6_Reward_Aversion,6,control,Real,6,1,5,2,4,2,4
32,1,20,1,4,1,4,Real_Item7_Reward_Aversion,6,control,Real,7,1,5,1,5,4,3
32,1,20,1,4,1,4,Real_Item8_Reward_Aversion,6,control,Real,8,1,2,4,2,2,2
32,1,20,1,4,1,4,Real_Item9_Reward_Aversion,6,control,Real,9,1,5,4,5,2,3
32,1,20,1,4,1,4,Fake_Item10_Reward_Aversion,6,control,Fake,10,1,3,1,5,2,4
32,1,20,1,4,1,4,Fake_Item11_Reward_Aversion,6,control,Fake,11,1,4,2,2,1,2
32,1,20,1,4,1,4,Fake_Item12_Reward_Aversion,6,control,Fake,12,1,2,3,1,2,2
32,1,20,1,4,1,4,Fake_Item13_Reward_Aversion,6,control,Fake,13,1,3,2,4,1,4
32,1,20,1,4,1,4,Fake_Item14_Reward_Aversion,6,control,Fake,14,1,3,3,2,3,2
32,1,20,1,4,1,4,Fake_Item15_Reward_Aversion,6,control,Fake,15,1,1,1,2,2,4
32,1,20,1,4,1,4,Fake_Item16_Reward_Aversion,6,control,Fake,16,1,1,1,2,4,3
32,1,20,1,4,1,4,Fake_Item17_Reward_Aversion,6,control,Fake,17,1,1,2,1,2,3
32,1,20,1,4,1,4,Fake_Item18_Reward_Aversion,6,control,Fake,18,1,1,1,4,2,1
33,1,19,2,4,1,6,Real_Item1_Reward_Aversion,2,control,Real,1,3,4,1,1,2,3
33,1,19,2,4,1,6,Real_Item2_Reward_Aversion,3,control,Real,2,4,5,1,3,2,3
33,1,19,2,4,1,6,Real_Item3_Reward_Aversion,2,control,Real,3,5,6,1,5,6,6
33,1,19,2,4,1,6,Real_Item4_Reward_Aversion,3,control,Real,4,4,5,1,4,2,5
33,1,19,2,4,1,6,Real_Item5_Reward_Aversion,1,control,Real,5,6,6,1,4,4,6
33,1,19,2,4,1,6,Real_Item6_Reward_Aversion,1,control,Real,6,6,5,1,4,5,5
33,1,19,2,4,1,6,Real_Item7_Reward_Aversion,6,control,Real,7,2,4,1,3,4,4
33,1,19,2,4,1,6,Real_Item8_Reward_Aversion,3,control,Real,8,4,5,1,3,5,4
33,1,19,2,4,1,6,Real_Item9_Reward_Aversion,3,control,Real,9,3,2,3,2,2,3
33,1,19,2,4,1,6,Fake_Item10_Reward_Aversion,6,control,Fake,10,2,3,1,3,2,2
33,1,19,2,4,1,6,Fake_Item11_Reward_Aversion,4,control,Fake,11,4,3,3,3,2,5
33,1,19,2,4,1,6,Fake_Item12_Reward_Aversion,1,control,Fake,12,6,6,1,5,5,6
33,1,19,2,4,1,6,Fake_Item13_Reward_Aversion,6,control,Fake,13,2,2,1,3,1,1
33,1,19,2,4,1,6,Fake_Item14_Reward_Aversion,2,control,Fake,14,4,4,1,2,5,5
33,1,19,2,4,1,6,Fake_Item15_Reward_Aversion,3,control,Fake,15,3,4,4,3,4,4
33,1,19,2,4,1,6,Fake_Item16_Reward_Aversion,5,control,Fake,16,1,4,3,2,4,3
33,1,19,2,4,1,6,Fake_Item17_Reward_Aversion,4,control,Fake,17,3,5,2,4,2,4
33,1,19,2,4,1,6,Fake_Item18_Reward_Aversion,3,control,Fake,18,4,3,3,2,4,3
34,2,25,1,4,1,3,Real_Item1_Reward_Bversion,6,control,Real,1,6,5,6,4,5,5
34,2,25,1,4,1,3,Real_Item2_Reward_Bversion,6,control,Real,2,6,6,6,6,6,6
34,2,25,1,4,1,3,Real_Item3_Reward_Bversion,6,control,Real,3,6,6,6,6,6,5
34,2,25,1,4,1,3,Real_Item4_Reward_Bversion,6,control,Real,4,6,5,6,5,6,4
34,2,25,1,4,1,3,Real_Item5_Reward_Bversion,6,control,Real,5,6,6,6,6,6,6
34,2,25,1,4,1,3,Real_Item6_Reward_Bversion,6,control,Real,6,5,6,6,5,5,4
34,2,25,1,4,1,3,Real_Item7_Reward_Bversion,6,control,Real,7,6,6,6,5,6,5
34,2,25,1,4,1,3,Real_Item8_Reward_Bversion,6,control,Real,8,6,6,6,6,6,6
34,2,25,1,4,1,3,Real_Item9_Reward_Bversion,6,control,Real,9,4,5,5,6,6,6
34,2,25,1,4,1,3,Fake_Item10_Reward_Bversion,6,control,Fake,10,6,5,5,5,6,5
34,2,25,1,4,1,3,Fake_Item11_Reward_Bversion,6,control,Fake,11,6,5,6,6,6,6
34,2,25,1,4,1,3,Fake_Item12_Reward_Bversion,4,control,Fake,12,6,6,6,5,6,6
34,2,25,1,4,1,3,Fake_Item13_Reward_Bversion,6,control,Fake,13,6,6,6,6,5,6
34,2,25,1,4,1,3,Fake_Item14_Reward_Bversion,6,control,Fake,14,6,6,6,6,6,6
34,2,25,1,4,1,3,Fake_Item15_Reward_Bversion,6,control,Fake,15,4,5,6,4,6,4
34,2,25,1,4,1,3,Fake_Item16_Reward_Bversion,6,control,Fake,16,6,5,6,4,4,4
34,2,25,1,4,1,3,Fake_Item17_Reward_Bversion,6,control,Fake,17,5,5,6,6,6,5
34,2,25,1,4,1,3,Fake_Item18_Reward_Bversion,5,control,Fake,18,6,5,6,6,5,5
35,1,25,2,5,1,6,Real_Item1_Reward_Aversion,2,control,Real,1,4,2,5,1,3,6
35,1,25,2,5,1,6,Real_Item2_Reward_Aversion,5,control,Real,2,2,5,5,1,1,4
35,1,25,2,5,1,6,Real_Item3_Reward_Aversion,3,control,Real,3,3,4,5,1,3,3
35,1,25,2,5,1,6,Real_Item4_Reward_Aversion,3,control,Real,4,4,4,4,2,2,5
35,1,25,2,5,1,6,Real_Item5_Reward_Aversion,2,control,Real,5,4,3,4,1,2,6
35,1,25,2,5,1,6,Real_Item6_Reward_Aversion,2,control,Real,6,3,3,5,1,1,5
35,1,25,2,5,1,6,Real_Item7_Reward_Aversion,3,control,Real,7,3,4,5,1,1,5
35,1,25,2,5,1,6,Real_Item8_Reward_Aversion,5,control,Real,8,1,2,4,1,2,3
35,1,25,2,5,1,6,Real_Item9_Reward_Aversion,5,control,Real,9,2,2,5,1,2,4
35,1,25,2,5,1,6,Fake_Item10_Reward_Aversion,5,control,Fake,10,2,5,5,1,1,6
35,1,25,2,5,1,6,Fake_Item11_Reward_Aversion,4,control,Fake,11,3,2,2,2,3,5
